NOAA Solar Calculations - Change any of the highlighted cells to get solar position data for that location and time-of-day for a year.,,,Date,Time (hrs past local midnight),Julian Day,Julian Century,,Geom Mean Long Sun (deg),Geom Mean Anom Sun (deg),Eccent Earth Orbit,Sun Eq of Ctr,Sun True Long (deg),Sun True Anom (deg),Sun Rad Vector (AUs),Sun App Long (deg),Mean Obliq Ecliptic (deg),Obliq Corr (deg),Sun Rt Ascen (deg),Sun Declin (deg),var y,Eq of Time (minutes),HA Sunrise (deg),Solar Noon (LST),Sunrise Time (LST),Sunset Time (LST),Sunlight Duration (minutes),True Solar Time (min),Hour Angle (deg),Solar Zenith Angle (deg),Solar Elevation Angle (deg),Approx Atmospheric Refraction (deg),Solar Elevation corrected for atm refraction (deg),Solar Azimuth Angle (deg cw from N),
,,,01/08/2020,12:00:00,2459063.00,0.20583162,,130.5633266,7767.272021,0.016699976,-0.860863323,129.7024632,7766.411158,1.014901934,129.6920001,23.43661444,23.43675138,132.1328348,17.82157103,0.043024939,-6.318252212,108.781959,12:16:41,5:01:33,19:31:48,870.2556717,703.3217478,-4.169563053,25.54391603,64.45608397,0.007710923,64.46379489,170.7625496,
,,,02/08/2020,12:00:00,2459064.00,0.20585900,,131.5489739,7768.257622,0.016699975,-0.889603701,130.6593702,7767.368018,1.014771991,130.6489073,23.43661408,23.43675339,133.1001464,17.56387689,0.043024946,-6.24488705,108.4995537,12:16:36,5:02:36,19:30:36,867.9964294,703.395113,-4.151221762,25.79754143,64.20245857,0.007798794,64.21025737,170.8753034,
,,,03/08/2020,12:00:00,2459065.00,0.20588638,,132.5346213,7769.243222,0.016699974,-0.918094944,131.6165263,7768.325127,1.014637786,131.6060637,23.43661373,23.43675539,134.0649337,17.30142892,0.043024954,-6.161426205,108.2132658,12:16:31,5:03:40,19:29:22,865.7061267,703.4785738,-4.130356551,26.05567566,63.94432434,0.007888612,63.95221295,170.9928654,
,,,04/08/2020,12:00:00,2459066.00,0.20591376,,133.5202687,7770.228822,0.016699973,-0.946328948,132.5739397,7769.282493,1.014499356,132.5634773,23.43661337,23.4367574,135.027206,17.03430896,0.043024961,-6.067909786,107.9232267,12:16:26,5:04:44,19:28:07,863.3858135,703.5720902,-4.106977446,26.31825035,63.68174965,0.007980381,63.68973004,171.115034,
,,,05/08/2020,12:00:00,2459067.00,0.20594114,,134.505916,7771.214423,0.016699971,-0.974297669,133.5316183,7770.240125,1.014356738,133.5211562,23.43661302,23.43675941,135.9869756,16.76259952,0.043024969,-5.96439014,107.6295652,12:16:19,5:05:48,19:26:51,861.0365213,703.6756099,-4.081097535,26.58519697,63.41480303,0.008074103,63.42287713,171.2416058,
,,,06/08/2020,12:00:00,2459068.00,0.20596851,,135.4915634,7772.200023,0.01669997,-1.001993122,134.4895703,7771.19803,1.014209971,134.4791083,23.43661266,23.43676141,136.9442578,16.48638368,0.043024977,-5.85093161,107.3324078,12:16:13,5:06:53,19:25:32,858.6592625,703.7890684,-4.052732902,26.85644688,63.14355312,0.008169782,63.15172291,171.3723764,
,,,07/08/2020,12:00:00,2459069.00,0.20599589,,136.4772107,7773.185623,0.016699969,-1.029407389,135.4478034,7772.156216,1.014059095,135.4373417,23.4366123,23.43676342,137.8990707,16.20574507,0.043024984,-5.727610274,107.0318787,12:16:05,5:07:58,19:24:13,856.2550296,703.9123897,-4.021902568,27.13193123,62.86806877,0.008267424,62.87633619,171.5071407,
,,,08/08/2020,12:00:00,2459070.00,0.20602327,,137.4628581,7774.171223,0.016699968,-1.056532617,136.4063255,7773.114691,1.013904151,136.3958641,23.43661195,23.43676542,138.8514353,15.92076784,0.043024992,-5.594513673,106.7280993,12:15:57,5:09:03,19:22:52,853.8247945,704.0454863,-3.988628418,27.411581,62.588419,0.008367033,62.59678603,171.6456934,
,,,09/08/2020,12:00:00,2459071.00,0.20605065,,138.4485055,7775.156824,0.016699967,-1.083361021,137.3651444,7774.073463,1.01374518,137.3546833,23.43661159,23.43676743,139.8013755,15.63153659,0.043024999,-5.451740531,106.4211886,12:15:49,5:10:08,19:21:30,851.3695085,704.1882595,-3.952935133,27.69532693,62.30467307,0.008468616,62.31314168,171.7878296,
,,,10/08/2020,12:00:00,2459072.00,0.20607803,,139.4341528,7776.142424,0.016699966,-1.109884887,138.3242679,7775.032539,1.013582226,138.3138071,23.43661124,23.43676943,140.7489177,15.33813639,0.043025007,-5.299400461,106.1112627,12:15:40,5:11:13,19:20:06,848.8901015,704.3405995,-3.914850115,27.98309951,62.01690049,0.008572178,62.02547267,171.933345,
,,,11/08/2020,12:00:00,2459073.00,0.20610541,,140.4198002,7777.128024,0.016699965,-1.136096572,139.2837036,7775.991928,1.013415334,139.273243,23.43661088,23.43677144,141.694091,15.04065268,0.043025014,-5.137613671,105.7984352,12:15:30,5:12:18,19:18:41,846.3874818,704.5023863,-3.874403418,28.27482893,61.72517107,0.008677728,61.73384879,172.0820364,
,,,12/08/2020,12:00:00,2459074.00,0.20613279,,141.4054476,7778.113625,0.016699963,-1.161988508,140.2434591,7776.951636,1.013244549,140.2329987,23.43661052,23.43677345,142.6369272,14.73917129,0.043025022,-4.966510654,105.482817,12:15:20,5:13:24,19:17:15,843.8625359,704.6734893,-3.831627663,28.57044511,61.42955489,0.008785273,61.43834017,172.2337019,
,,,13/08/2020,12:00:00,2459075.00,0.20616016,,142.3910949,7779.099225,0.016699962,-1.187553201,141.2035417,7777.911672,1.013069917,141.1930817,23.43661017,23.43677545,143.5774605,14.43377838,0.04302503,-4.786231883,105.164516,12:15:09,5:14:29,19:15:48,841.3161281,704.8537681,-3.786557971,28.86987758,61.13012242,0.00889482,61.13901724,172.3881416,
,,,14/08/2020,12:00:00,2459076.00,0.20618754,,143.3767423,7780.084825,0.016699961,-1.212783239,142.163959,7778.872042,1.012891487,142.1534993,23.43660981,23.43677746,144.5157276,14.12456044,0.043025037,-4.596927496,104.8436376,12:14:57,5:15:35,19:14:20,838.7491009,705.0430725,-3.739231874,29.17305553,60.82694447,0.009006381,60.83595085,172.5451574,
,,,15/08/2020,12:00:00,2459077.00,0.20621492,,144.3623897,7781.070425,0.01669996,-1.237671286,143.1247184,7779.832754,1.012709307,143.1142589,23.43660946,23.43677946,145.4517677,13.81160423,0.043025045,-4.39875698,104.5202843,12:14:46,5:16:41,19:12:50,836.1622743,705.241243,-3.689689245,29.47990777,60.52009223,0.009119963,60.5292122,172.7045535,
,,,16/08/2020,12:00:00,2459078.00,0.20624230,,145.348037,7782.056026,0.016699959,-1.262210092,144.0858269,7780.793816,1.012523426,144.0753678,23.4366091,23.43678146,146.3856221,13.49499678,0.043025052,-4.191888853,104.1945558,12:14:33,5:17:46,19:11:20,833.5564466,705.4481111,-3.637972213,29.79036265,60.20963735,0.009235577,60.21887293,172.8661367,
,,,17/08/2020,12:00:00,2459079.00,0.20626968,,146.3336844,7783.041626,0.016699958,-1.286392487,145.0472919,7781.755233,1.012333897,145.036833,23.43660874,23.43678347,147.3173345,13.17482536,0.04302506,-3.976500353,103.8665492,12:14:20,5:18:52,19:09:48,830.9323939,705.6634996,-3.584125088,30.10434809,59.89565191,0.009353235,59.90500515,173.0297166,
,,,18/08/2020,12:00:00,2459080.00,0.20629706,,147.3193317,7784.027226,0.016699956,-1.310211391,146.0091204,7782.717015,1.012140771,145.9986618,23.43660839,23.43678547,148.2469508,12.85117746,0.043025067,-3.752777115,103.5363588,12:14:07,5:19:58,19:08:15,828.2908703,705.8872229,-3.528194279,30.42179154,59.57820846,0.009472947,59.58768141,173.1951056,
,,,19/08/2020,12:00:00,2459081.00,0.20632444,,148.3049791,7785.012827,0.016699955,-1.333659809,146.9713193,7783.679167,1.0119441,146.9608611,23.43660803,23.43678748,149.174519,12.52414079,0.043025075,-3.520912866,103.2040761,12:13:53,5:21:04,19:06:42,825.6326085,706.1190871,-3.470228216,30.74261994,59.25738006,0.009594726,59.26697479,173.3621192,
,,,20/08/2020,12:00:00,2459082.00,0.20635181,,149.2906265,7785.998427,0.016699954,-1.356730837,147.9338956,7784.641696,1.01174394,147.9234377,23.43660768,23.43678948,150.1000891,12.19380322,0.043025083,-3.281109109,102.86979,12:13:38,5:22:10,19:05:07,822.9583197,706.3588909,-3.410277277,31.0667597,58.9332403,0.009718585,58.94295888,173.5305763,
,,,21/08/2020,12:00:00,2459083.00,0.20637919,,150.2762738,7786.984027,0.016699953,-1.379417664,148.8968562,7785.604609,1.011540345,148.8863986,23.43660732,23.43679149,151.0237131,11.8602528,0.04302509,-3.033574824,102.5335867,12:13:24,5:23:16,19:03:32,820.2686939,706.6064252,-3.348393706,31.3941367,58.6058633,0.009844536,58.61570784,173.700299,
,,,22/08/2020,12:00:00,2459084.00,0.20640657,,151.2619212,7787.969627,0.016699952,-1.401713571,149.8602076,7786.567914,1.011333371,149.8497503,23.43660696,23.43679349,151.945445,11.52357776,0.043025098,-2.778526163,102.1955501,12:13:08,5:24:21,19:01:55,817.5644005,706.8614738,-3.284631541,31.72467623,58.27532377,0.009972594,58.28529636,173.871113,
,,,23/08/2020,12:00:00,2459085.00,0.20643395,,152.2475686,7788.955228,0.016699951,-1.423611938,150.8239566,7787.531616,1.011123075,150.8134997,23.43660661,23.43679549,152.8653407,11.18386644,0.043025105,-2.516186162,101.8557611,12:12:53,5:25:27,19:00:18,814.8460885,707.1238138,-3.21904654,32.058303,57.941697,0.010102772,57.95179978,174.0428476,
,,,24/08/2020,12:00:00,2459086.00,0.20646133,,153.2332159,7789.940828,0.01669995,-1.445106239,151.7881097,7788.495722,1.010909517,151.777653,23.43660625,23.4367975,153.7834576,10.84120736,0.043025113,-2.24678445,101.5142983,12:12:36,5:26:33,18:58:40,812.1143867,707.3932156,-3.151696112,32.3949411,57.6050589,0.010235087,57.61529399,174.2153356,
,,,25/08/2020,12:00:00,2459087.00,0.20648871,,154.2188633,7790.926428,0.016699948,-1.46619005,152.7526732,7789.460238,1.010692753,152.7422169,23.4366059,23.4367995,154.6998552,10.49568913,0.04302512,-1.970556974,101.1712381,12:12:20,5:27:39,18:57:01,809.3699047,707.669443,-3.082639244,32.734514,57.265486,0.010369554,57.27585555,174.3884136,
,,,26/08/2020,12:00:00,2459088.00,0.20651608,,155.2045107,7791.912028,0.016699947,-1.486857048,153.7176536,7790.425171,1.010472846,153.7071976,23.43660554,23.4368015,155.6145945,10.1474005,0.043025128,-1.687745726,100.8266541,12:12:03,5:28:44,18:55:21,806.6132328,707.9522543,-3.011936432,33.07694451,56.92305549,0.010506188,56.93356167,174.561922,
,,,27/08/2020,12:00:00,2459089.00,0.20654346,,156.190158,7792.897629,0.016699946,-1.507101015,154.683057,7791.390528,1.010249856,154.6726014,23.43660518,23.43680351,156.527738,9.796430348,0.043025135,-1.398598484,100.4806178,12:11:46,5:29:50,18:53:41,803.8449427,708.2414015,-2.939649621,33.4221548,56.5778452,0.010645007,56.58849021,174.7357048,
,,,28/08/2020,12:00:00,2459090.00,0.20657084,,157.1758054,7793.883229,0.016699945,-1.526915837,155.6488895,7792.356313,1.010023844,155.6384342,23.43660483,23.43680551,157.4393499,9.442867654,0.043025143,-1.103368555,100.1331986,12:11:28,5:30:56,18:52:00,801.0655885,708.5366314,-2.865842139,33.77006632,56.22993368,0.010786028,56.24071971,174.9096099,
,,,29/08/2020,12:00:00,2459091.00,0.20659822,,158.1614527,7794.868829,0.016699944,-1.546295508,156.6151572,7793.322534,1.009794873,156.6047023,23.43660447,23.43680751,158.3494959,9.086801514,0.043025151,-0.802314537,99.78446329,12:11:10,5:32:01,18:50:18,798.2757063,708.8376855,-2.790578634,34.12059985,55.87940015,0.010929268,55.89032942,175.0834889,
,,,30/08/2020,12:00:00,2459092.00,0.20662560,,159.1471001,7795.85443,0.016699943,-1.565234131,157.581866,7794.289195,1.009563009,157.5714114,23.43660411,23.43680951,159.2582429,8.728321135,0.043025158,-0.495700082,99.43447697,12:10:51,5:33:07,18:48:36,795.4758158,709.1442999,-2.71392502,34.47367547,55.52632453,0.011074747,55.53739928,175.2571974,
,,,31/08/2020,12:00:00,2459093.00,0.20665298,,160.1327475,7796.84003,0.016699942,-1.583725921,158.5490215,7795.256304,1.009328314,158.5385673,23.43660376,23.43681152,160.1656594,8.367515839,0.043025166,-0.183793675,99.08330251,12:10:33,5:34:13,18:46:53,792.6664201,709.4562063,-2.635948419,34.82921251,55.17078749,0.011222482,55.18200997,175.4305945,
,,,01/09/2020,12:00:00,2459094.00,0.20668036,,161.1183948,7797.82563,0.01669994,-1.601765205,159.5166296,7796.223865,1.009090855,159.5061758,23.4366034,23.43681352,161.071815,8.004475061,0.043025173,0.133131579,98.73100085,12:10:14,5:35:18,18:45:09,789.8480068,709.7731316,-2.556717105,35.18712961,54.81287039,0.011372494,54.82424289,175.6035431,
,,,02/09/2020,12:00:00,2459095.00,0.20670773,,162.1040422,7798.81123,0.016699939,-1.619346427,160.4846958,7797.191884,1.008850698,160.4742423,23.43660305,23.43681552,161.9767808,7.639288353,0.043025181,0.454798161,98.37763105,12:09:54,5:36:24,18:43:25,787.0210484,710.0947982,-2.47630046,35.54734461,54.45265539,0.011524801,54.46418019,175.7759099,
,,,03/09/2020,12:00:00,2459096.00,0.20673511,,163.0896896,7799.796831,0.016699938,-1.636464145,161.4532254,7798.160367,1.00860791,161.4427723,23.43660269,23.43681752,162.8806289,7.272045389,0.043025188,0.780924329,98.02325039,12:09:35,5:37:29,18:41:40,784.1860031,710.4209243,-2.394768918,35.90977466,54.09022534,0.011679425,54.10190477,175.9475652,
,,,04/09/2020,12:00:00,2459097.00,0.20676249,,164.0753369,7800.782431,0.016699937,-1.653113037,162.4222239,7799.129318,1.00836256,162.4117711,23.43660233,23.43681952,163.7834325,6.902835972,0.043025196,1.111224303,97.66791441,12:09:15,5:38:35,18:39:55,781.3433153,710.7512243,-2.312193924,36.2743361,53.7256639,0.011836386,53.73750029,176.1183828,
,,,05/09/2020,12:00:00,2459098.00,0.20678987,,165.0609843,7801.768031,0.016699936,-1.669287904,163.3916964,7800.098743,1.008114716,163.381244,23.43660198,23.43682152,164.685266,6.531750036,0.043025204,1.445408439,97.31167705,12:08:55,5:39:40,18:38:10,778.4934164,711.0854084,-2.22864789,36.64094452,53.35905548,0.011995705,53.37105118,176.2882401,
,,,06/09/2020,12:00:00,2459099.00,0.20681725,,166.0466316,7802.753632,0.016699935,-1.684983664,164.361648,7801.068648,1.007864448,164.351196,23.43660162,23.43682353,165.5862049,6.158877657,0.043025211,1.783183394,96.95459069,12:08:35,5:40:46,18:36:24,775.6367255,711.4231834,-2.144204151,37.00951475,52.99048525,0.012157404,53.00264265,176.4570181,
,,,07/09/2020,12:00:00,2459100.00,0.20684463,,167.032279,7803.739232,0.016699933,-1.700195365,165.3320836,7802.039036,1.007611827,165.321632,23.43660127,23.43682553,166.4863254,5.784309062,0.043025219,2.124252283,96.59670624,12:08:14,5:41:51,18:34:37,772.77365,711.7642523,-2.058936929,37.3799608,52.6200392,0.012321506,52.6323607,176.624601,
,,,08/09/2020,12:00:00,2459101.00,0.20687201,,168.0179264,7804.724832,0.016699932,-1.714918175,166.3030082,7803.009914,1.007356924,166.292557,23.43660091,23.43682753,167.3857048,5.408134632,0.043025226,2.468314829,96.23807327,12:07:54,5:42:56,18:32:51,769.9045862,712.1083148,-1.972921293,37.75219593,52.24780407,0.012488031,52.2602921,176.7908767,
,,,09/09/2020,12:00:00,2459102.00,0.20689938,,169.0035737,7805.710432,0.016699931,-1.729147395,167.2744263,7803.981285,1.007099811,167.2639755,23.43660055,23.43682953,168.2844213,5.030444922,0.043025234,2.815067502,95.87874004,12:07:33,5:44:02,18:31:04,767.0299203,712.4550675,-1.886233124,38.12613259,51.87386741,0.012657003,51.88652442,176.9557359,
,,,10/09/2020,12:00:00,2459103.00,0.20692676,,169.9892211,7806.696033,0.01669993,-1.742878453,168.2463427,7804.953154,1.006840561,168.2358922,23.4366002,23.43683153,169.1825538,4.651330663,0.043025241,3.164203655,95.51875365,12:07:12,5:45:07,18:29:16,764.1500292,712.8042037,-1.798949086,38.50168241,51.49831759,0.012828445,51.51114603,177.1190728,
,,,11/09/2020,12:00:00,2459104.00,0.20695414,,170.9748685,7807.681633,0.016699929,-1.756106907,169.2187616,7805.925526,1.006579247,169.2083115,23.43659984,23.43683353,170.0801821,4.270882776,0.043025249,3.515413652,95.15816007,12:06:51,5:46:13,18:27:29,761.2652805,713.1554137,-1.711146587,38.87875627,51.12124373,0.013002381,51.13424611,177.2807848,
,,,12/09/2020,12:00:00,2459105.00,0.20698152,,171.9605158,7808.667233,0.016699928,-1.768828449,170.1916874,7806.898405,1.006315944,170.1812377,23.43659949,23.43683553,170.9773867,3.889192388,0.043025256,3.86838499,94.79700429,12:06:29,5:47:18,18:25:41,758.3760343,713.508385,-1.622903752,39.2572642,50.7427358,0.013178833,50.75591463,177.4407722,
,,,13/09/2020,12:00:00,2459106.00,0.20700890,,172.9461632,7809.652834,0.016699927,-1.781038906,171.1651243,7807.871795,1.006050726,171.1546751,23.43659913,23.43683753,171.8742486,3.506350839,0.043025264,4.222802422,94.43533037,12:06:08,5:48:24,18:23:53,755.482643,713.8628024,-1.534299395,39.63711546,50.36288454,0.013357826,50.37624237,177.5989383,
,,,14/09/2020,12:00:00,2459107.00,0.20703628,,173.9318106,7810.638434,0.016699925,-1.792734242,172.1390763,7808.8457,1.005783669,172.1286275,23.43659877,23.43683953,172.7708496,3.122449701,0.043025272,4.578348065,94.07318156,12:05:47,5:49:29,18:22:04,752.5854525,714.2183481,-1.445412984,40.01821846,49.98178154,0.013539383,49.99532092,177.7551892,
,,,15/09/2020,12:00:00,2459108.00,0.20706366,,174.9174579,7811.624034,0.016699924,-1.803910556,173.1135474,7809.820124,1.00551485,173.103099,23.43659842,23.43684153,173.6672721,2.737580785,0.043025279,4.934701521,93.71060039,12:05:26,5:50:35,18:20:16,749.6848031,714.5747015,-1.35632462,40.40048084,49.59951916,0.013723528,49.61324269,177.9094339,
,,,16/09/2020,12:00:00,2459109.00,0.20709103,,175.9031053,7812.609634,0.016699923,-1.814564089,174.0885412,7810.79507,1.005244344,174.0780932,23.43659806,23.43684353,174.5635989,2.351836162,0.043025287,5.29153998,93.34762873,12:05:04,5:51:41,18:18:28,746.7810299,714.93154,-1.267115005,40.78380941,49.21619059,0.013910286,49.23010088,178.0615844,
,,,17/09/2020,12:00:00,2459110.00,0.20711841,,176.8887526,7813.595235,0.016699922,-1.824691221,175.0640614,7811.770543,1.00497223,175.0536139,23.43659771,23.43684553,175.4599133,1.965308174,0.043025294,5.648538336,92.98430796,12:04:43,5:52:46,18:16:39,743.8744637,715.2885383,-1.177865416,41.16811017,48.83188983,0.014099681,48.84598951,178.2115549,
,,,18/09/2020,12:00:00,2459111.00,0.20714579,,177.8744,7814.580835,0.016699921,-1.834288478,176.0401115,7812.746546,1.004698585,176.0296644,23.43659735,23.43684752,176.356299,1.578089449,0.043025302,6.005369294,92.62067897,12:04:21,5:53:52,18:14:50,740.9654318,715.6453693,-1.088657677,41.55328833,48.44671167,0.014291736,48.4610034,178.3592624,
,,,19/09/2020,12:00:00,2459112.00,0.20717317,,178.8600474,7815.566435,0.01669992,-1.843352527,177.0166948,7813.723083,1.004423489,177.0062482,23.43659699,23.43684952,177.2528403,1.190272917,0.043025309,6.361703486,92.25678236,12:04:00,5:54:58,18:13:02,738.0542589,716.0017035,-0.999574128,41.93924828,48.06075172,0.014486475,48.0752382,178.5046266,
,,,20/09/2020,12:00:00,2459113.00,0.20720055,,179.8456947,7816.552035,0.016699918,-1.851880182,177.9938146,7814.700155,1.00414702,177.9833683,23.43659664,23.43685152,178.1496216,0.801951824,0.043025317,6.717209584,91.89265844,12:03:39,5:56:04,18:11:13,735.1412675,716.3572096,-0.910697604,42.32589358,47.67410642,0.014683923,47.68879034,178.6475695,
,,,21/09/2020,12:00:00,2459114.00,0.20722793,,180.8313421,7817.537636,0.016699917,-1.859868404,178.9714737,7815.677767,1.003869257,178.9610279,23.43659628,23.43685352,179.0467276,0.413219751,0.043025324,7.071554416,91.5283474,12:03:17,5:57:11,18:09:24,732.2267792,716.7115544,-0.822111396,42.71312703,47.28687297,0.014884102,47.30175707,178.7880154,
,,,22/09/2020,12:00:00,2459115.00,0.20725530,,181.8169895,7818.523236,0.016699916,-1.867314304,179.9496752,7816.655922,1.003590282,179.9392298,23.43659593,23.43685552,179.9442434,0.024170622,0.043025332,7.424403095,91.16388938,12:02:56,5:58:17,18:07:35,729.311115,717.0644031,-0.733899226,43.10085061,46.89914939,0.015087036,46.91423643,178.9258911,
,,,23/09/2020,12:00:00,2459116.00,0.20728268,,182.8026368,7819.508836,0.016699915,-1.87421514,180.9284217,7817.634621,1.003310174,180.9179768,23.43659557,23.43685751,-179.1577459,-0.36510127,0.043025339,7.775419141,90.79932455,12:02:35,5:59:23,18:05:47,726.3945964,717.4154191,-0.646145215,43.4889655,46.5110345,0.015292748,46.52632725,179.0611256,
,,,24/09/2020,12:00:00,2459117.00,0.20731006,,183.7882842,7820.494437,0.016699914,-1.880568326,181.9077159,7818.613868,1.003029015,181.8972714,23.43659521,23.43685951,-178.2591548,-0.754501256,0.043025347,8.124264623,90.43469326,12:02:14,6:00:30,18:03:58,723.4775461,717.7642646,-0.558933844,43.8773721,46.1226279,0.015501261,46.13812916,179.1936501,
,,,25/09/2020,12:00:00,2459118.00,0.20733744,,184.7739316,7821.480037,0.016699913,-1.886371425,182.8875601,7819.593665,1.002746886,182.8771161,23.43659486,23.43686151,-177.3598981,-1.143934274,0.043025355,8.470600298,90.07003609,12:01:53,6:01:37,18:02:10,720.5602887,718.1106003,-0.472349925,44.26597001,45.73402999,0.015712595,45.74974258,179.3233981,
,,,26/09/2020,12:00:00,2459119.00,0.20736482,,185.7595789,7822.465637,0.016699912,-1.891622158,183.8679568,7820.574015,1.00246387,183.8575132,23.4365945,23.43686351,-176.4598902,-1.53330485,0.043025362,8.814085767,89.70539398,12:01:33,6:02:43,18:00:22,717.6431518,718.4540858,-0.386478558,44.65465808,45.34534192,0.015926771,45.36126869,179.4503051,
,,,27/09/2020,12:00:00,2459120.00,0.20739220,,186.7452263,7823.451237,0.01669991,-1.896318398,184.8489079,7821.554919,1.002180049,184.8384648,23.43659415,23.4368655,-175.5590457,-1.922517088,0.04302537,9.154379634,89.34080832,12:01:12,6:03:51,17:58:34,714.7264665,718.7943796,-0.301405091,45.04333437,44.95666563,0.016143811,44.97280944,179.5743087,
,,,28/09/2020,12:00:00,2459121.00,0.20741958,,187.7308736,7824.436838,0.016699909,-1.900458177,185.8304155,7822.53638,1.001895505,185.8199729,23.43659379,23.4368675,-174.6572792,-2.311474651,0.043025377,9.491139681,88.97632106,12:00:52,6:04:58,17:56:46,711.8105685,719.1311397,-0.21721508,45.43189617,44.56810383,0.016363733,44.58446756,179.6953485,
,,,29/09/2020,12:00:00,2459122.00,0.20744695,,188.716521,7825.422438,0.016699908,-1.904039684,186.8124813,7823.518398,1.001610322,186.8020392,23.43659343,23.4368695,-173.7545054,-2.700080751,0.043025385,9.824023052,88.6119748,12:00:32,6:06:05,17:54:59,708.8957984,719.4640231,-0.133994237,45.82024005,44.17975995,0.016586557,44.19634651,179.8133664,
,,,30/09/2020,12:00:00,2459123.00,0.20747433,,189.7021684,7826.408038,0.016699907,-1.907061271,187.7951071,7824.500977,1.001324582,187.7846655,23.43659308,23.43687149,-172.8506391,-3.088238133,0.043025392,10.15268645,88.2478129,12:00:12,6:07:13,17:53:12,705.9825032,719.7926864,-0.051828388,46.2082618,43.7917382,0.016812298,43.8085505,179.9283059,
,,,01/10/2020,12:00:00,2459124.00,0.20750171,,190.6878157,7827.393639,0.016699906,-1.909521445,188.7782943,7825.484117,1.001038371,188.7678531,23.43659272,23.43687349,-171.9455956,-3.475849062,0.0430254,10.47678634,87.88387961,11:59:53,6:08:21,17:51:25,703.0710368,720.1167863,0.029196586,46.59585652,43.40414348,0.017040973,43.42118445,180.0401127,
,,,02/10/2020,12:00:00,2459125.00,0.20752909,,191.6734631,7828.379239,0.016699905,-1.911418878,189.7620442,7826.46782,1.000751771,189.7516035,23.43659237,23.43687548,-171.0392903,-3.862815309,0.043025407,10.7959792,87.5202201,11:59:34,6:09:29,17:49:39,700.1617608,720.4359792,0.108994799,46.98291857,43.01708143,0.017272596,43.03435403,180.1487344,
,,,03/10/2020,12:00:00,2459126.00,0.20755647,,192.6591105,7829.364839,0.016699903,-1.912752406,190.7463581,7827.452087,1.000464867,190.7359179,23.43659201,23.43687748,-170.1316387,-4.249038143,0.043025415,11.10992171,87.15688065,11:59:15,6:10:37,17:47:53,697.2550452,720.7499217,0.187480427,47.36934162,42.63065838,0.017507181,42.64816556,180.2541206,
,,,04/10/2020,12:00:00,2459127.00,0.20758385,,193.6447578,7830.350439,0.016699902,-1.913521025,191.7312368,7828.436918,1.000177744,191.7207971,23.43659165,23.43687947,-169.2225572,-4.634418316,0.043025422,11.41827106,86.79390871,11:58:57,6:11:46,17:46:07,694.3512696,721.0582711,0.264567764,47.75501864,42.24498136,0.017744738,42.2627261,180.3562228,
,,,05/10/2020,12:00:00,2459128.00,0.20761123,,194.6304052,7831.33604,0.016699901,-1.9137239,192.7166813,7829.422316,0.999890486,192.7062421,23.4365913,23.43688147,-168.3119623,-5.018856055,0.04302543,11.72068517,86.43135299,11:58:38,6:12:55,17:44:22,691.450824,721.3606852,0.340171293,48.13984195,41.86015805,0.017985277,41.87814333,180.4549942,
,,,06/10/2020,12:00:00,2459129.00,0.20763860,,195.6160526,7832.32164,0.0166999,-1.913360359,193.7026922,7830.40828,0.999603179,193.6922535,23.43659094,23.43688346,-167.3997711,-5.402251052,0.043025437,12.01682303,86.06926363,11:58:21,6:14:04,17:42:37,688.554109,721.656823,0.414205758,48.5237032,41.4762968,0.018228805,41.4945256,180.5503902,
,,,07/10/2020,12:00:00,2459130.00,0.20766598,,196.6016999,7833.30724,0.016699899,-1.912429897,194.68927,7831.39481,0.999315906,194.6788318,23.43659059,23.43688546,-166.4859013,-5.784502455,0.043025445,12.30634494,85.70769222,11:58:03,6:15:13,17:40:53,685.6615378,721.9463449,0.486586235,48.90649344,41.09350656,0.018475326,41.11198188,180.642368,
,,,08/10/2020,12:00:00,2459131.00,0.20769336,,197.5873473,7834.292841,0.016699898,-1.910932178,195.6764151,7832.381908,0.999028755,195.6659774,23.43659023,23.43688745,-165.5702713,-6.16550886,0.043025452,12.58891286,85.34669197,11:57:46,6:16:23,17:39:09,682.7735357,722.2289129,0.557228216,49.28810309,40.71189691,0.018724844,40.73062176,180.7308868,
,,,09/10/2020,12:00:00,2459132.00,0.20772074,,198.5729946,7835.278441,0.016699897,-1.908867033,196.6641276,7833.369574,0.998741809,196.6536905,23.43658987,23.43688945,-164.6528002,-6.545168307,0.04302546,12.86419076,84.98631779,11:57:30,6:17:33,17:37:26,679.8905423,722.5041908,0.62604769,49.66842198,40.33157802,0.018977357,40.35055538,180.8159076,
,,,10/10/2020,12:00:00,2459133.00,0.20774812,,199.558642,7836.264041,0.016699895,-1.906234465,197.6524075,7834.357807,0.998455154,197.6419709,23.43658952,23.43689144,-163.7334078,-6.923378274,0.043025468,13.13184493,84.62662639,11:57:14,6:18:43,17:35:44,677.0130111,722.7718449,0.692961233,50.04733938,39.95266062,0.019232863,39.97189348,180.8973935,
,,,11/10/2020,12:00:00,2459134.00,0.20777550,,200.5442894,7837.249641,0.016699894,-1.903034643,198.6412547,7835.346607,0.998168876,198.6308186,23.43658916,23.43689343,-162.8120148,-7.300035672,0.043025475,13.39154437,84.26767642,11:56:58,6:19:54,17:34:02,674.1414113,723.0315444,0.757886093,50.42474405,39.57525595,0.019491356,39.59474731,180.9753095,
